session.p_id,session.pilot,session.complete,session.time_started,session.current_time,session.num_restarts,session.language,results.msi_agreement_order,results.MSI1,results.MSI3,results.MSI4,results.MSI7,results.MSI10,results.MSI12,results.MSI14,results.MSI15,results.MSI17,results.MSI19,results.MSI23,results.MSI24,results.MSI25,results.MSI27,results.MSI29,results.msi_other_order,results.MSI32,results.MSI33,results.MSI37,results.valence_trial_1,results.valence_trial_2,results.valence_experiment_order,results.valence_130,results.familiar_130,results.valence_23,results.familiar_23,results.valence_151,results.familiar_151,results.valence_204,results.familiar_204,results.valence_133,results.familiar_133,results.valence_87,results.familiar_87,results.valence_84,results.familiar_84,results.valence_238,results.familiar_238,results.valence_15,results.familiar_15,results.valence_145,results.familiar_145,results.valence_61,results.familiar_61,results.valence_140,results.familiar_140,results.valence_31,results.familiar_31,results.valence_195,results.familiar_195,results.valence_233,results.familiar_233,results.valence_70,results.familiar_70,results.valence_58,results.familiar_58,results.valence_119,results.familiar_119,results.valence_100,results.familiar_100,results.valence_126,results.familiar_126,results.valence_208,results.familiar_208,results.valence_95,results.familiar_95,results.valence_182,results.familiar_182,results.valence_187,results.familiar_187,results.valence_234,results.familiar_234
79629f06cfecd68b8c5b781471b26ebf936435f93b32aa09df4d85fe08a1df5e,FALSE,TRUE,2020-04-15 18:53:31,2020-04-15 19:06:53,1,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI1,MSI1,MSI1,MSI5,MSI3,MSI5,MSI7,MSI3,MSI3,MSI2,MSI6,MSI2,MSI6,MSI7,MSI5,"[1,2,3]",MSI1,MSI1,MSI1,6,3,"[173,65,111,59,203,91,143,221,172,123,154,171,178,216,80,66,61,88,49,179,213,155,48,14,183]",173_5,173_no,65_6,65_no,111_7,111_yes,59_3,59_no,203_5,203_no,91_5,91_no,143_6,143_no,221_2,221_no,172_6,172_no,123_2,123_no,154_6,154_no,171_3,171_no,178_3,178_no,216_5,216_no,80_5,80_no,66_1,66_no,61_5,61_no,88_6,88_no,49_7,49_yes,179_3,179_no,213_5,213_no,155_5,155_no,48_6,48_no,14_6,14_no,183_3,183_no
382db9fbf77dc9553c22ced7d22d3965616b0045444cf0306d7062854d9b7b9c,FALSE,TRUE,2020-04-15 19:49:05,2020-04-15 20:03:21,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI5,MSI1,MSI1,MSI5,MSI3,MSI3,MSI5,MSI4,MSI2,MSI3,MSI5,MSI5,MSI3,MSI6,MSI6,"[1,2,3]",MSI3,MSI2,MSI1,7,2,"[39,92,28,30,29,230,45,168,204,162,226,2,25,213,164,123,165,88,58,109,228,76,114,196,125]",39_5,39_no,92_5,92_yes,28_5,28_no,30_5,30_no,29_4,29_no,230_3,230_no,45_6,45_no,168_2,168_no,204_4,204_no,162_2,162_no,226_4,226_no,2_4,2_no,25_5,25_no,213_4,213_no,164_5,164_no,123_4,123_no,165_4,165_no,88_6,88_no,58_5,58_no,109_4,109_no,228_1,228_no,76_4,76_no,114_6,114_yes,196_5,196_no,125_4,125_no
535e7e38f905af90e131c8eeed2b8ba21eb6e008484c07d65a8300c836d8dec4,FALSE,TRUE,2020-04-15 19:59:23,2020-04-15 20:11:00,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI2,MSI2,MSI1,MSI6,MSI3,MSI5,MSI7,MSI5,MSI4,MSI6,MSI3,MSI5,MSI3,MSI6,MSI5,"[1,2,3]",MSI1,MSI2,MSI1,5,2,"[183,157,11,97,32,40,223,25,197,140,24,6,225,45,209,109,2,232,38,217,116,56,176,78,206]",183_2,183_no,157_3,157_no,11_6,11_no,97_6,97_no,32_4,32_no,40_3,40_no,223_1,223_no,25_2,25_no,197_7,197_no,140_5,140_no,24_1,24_no,6_4,6_no,225_1,225_no,45_6,45_no,209_4,209_no,109_1,109_no,2_2,2_no,232_1,232_no,38_1,38_no,217_5,217_no,116_3,116_yes,56_6,56_no,176_2,176_no,78_4,78_no,206_3,206_no
728173492b7f13385c62c5da88b27143587b301c2d435a275026935c239d960a,FALSE,TRUE,2020-04-15 19:58:24,2020-04-15 20:11:45,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI2,MSI2,MSI2,MSI5,MSI1,MSI1,MSI7,MSI2,MSI6,MSI2,MSI7,MSI3,MSI4,MSI7,MSI5,"[1,2,3]",MSI1,MSI1,MSI1,5,2,"[196,102,142,65,40,184,116,131,207,132,4,33,163,7,29,105,222,41,128,9,185,32,223,49,124]",196_5,196_no,102_2,102_no,142_4,142_no,65_7,65_no,40_6,40_no,184_5,184_no,116_1,116_yes,131_3,131_no,207_6,207_no,132_4,132_no,4_5,4_no,33_7,33_no,163_1,163_no,7_4,7_no,29_3,29_no,105_2,105_no,222_2,222_no,41_6,41_yes,128_4,128_no,9_6,9_no,185_6,185_no,32_3,32_no,223_1,223_no,49_6,49_yes,124_2,124_no
64cf5a800ea8834ab05c62972f5d527e7f63d284dd74c062c70315bc696e77de,FALSE,TRUE,2020-04-15 20:06:55,2020-04-15 20:22:09,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI5,MSI4,MSI3,MSI5,MSI5,MSI4,MSI3,MSI4,MSI5,MSI3,MSI5,MSI6,MSI4,MSI3,MSI3,"[1,2,3]",MSI5,MSI2,MSI2,6,2,"[191,217,111,89,20,60,57,189,27,236,11,96,45,223,165,155,107,52,40,202,67,214,187,162,65]",191_3,191_no,217_4,217_no,111_6,111_yes,89_6,89_no,20_3,20_no,60_4,60_no,57_7,57_no,189_1,189_no,27_5,27_no,236_2,236_no,11_5,11_no,96_7,96_no,45_2,45_no,223_1,223_no,165_6,165_no,155_2,155_no,107_6,107_yes,52_5,52_no,40_4,40_no,202_2,202_no,67_5,67_no,214_3,214_no,187_6,187_no,162_2,162_no,65_6,65_no
7200f393b4bbacebc81bfc77175e27c840b79f0e28ae0796796cd9b562baccba,FALSE,TRUE,2020-04-15 20:11:16,2020-04-15 20:31:54,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI7,MSI5,MSI5,MSI7,MSI5,MSI6,MSI2,MSI7,MSI4,MSI6,MSI3,MSI7,MSI5,MSI3,MSI5,"[1,2,3]",MSI5,MSI5,MSI2,6,3,"[8,76,11,7,10,181,30,141,46,95,186,35,31,38,139,223,51,1,179,28,221,150,104,90,53]",8_6,8_no,76_4,76_no,11_6,11_no,7_3,7_no,10_4,10_no,181_5,181_no,30_4,30_no,141_3,141_no,46_7,46_yes,95_6,95_no,186_6,186_no,35_3,35_no,31_1,31_no,38_3,38_no,139_4,139_no,223_1,223_no,51_3,51_no,1_5,1_no,179_4,179_no,28_3,28_no,221_3,221_no,150_6,150_no,104_5,104_no,90_6,90_no,53_7,53_yes
382db9fbf77dc9553c22ced7d22d3965616b0045444cf0306d7062854d9b7b9c,FALSE,TRUE,2020-04-16 06:49:52,2020-04-16 07:06:07,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI6,MSI1,MSI4,MSI4,MSI1,MSI5,MSI7,MSI6,MSI5,MSI3,MSI7,MSI7,MSI6,MSI7,MSI2,"[1,2,3]",MSI1,MSI1,MSI1,7,3,"[205,231,42,139,19,62,216,142,36,215,71,77,98,132,154,172,39,198,140,209,16,163,204,220,189]",205_5,205_no,231_1,231_no,42_5,42_no,139_4,139_no,19_5,19_yes,62_3,62_no,216_5,216_no,142_2,142_no,36_6,36_no,215_4,215_no,71_5,71_no,77_3,77_no,98_7,98_yes,132_6,132_no,154_4,154_no,172_2,172_no,39_6,39_yes,198_5,198_no,140_3,140_no,209_3,209_no,16_6,16_no,163_1,163_no,204_7,204_no,220_6,220_no,189_3,189_no
a7d4302e78175afa029d8883b423382db9fbf77dc9553c22ced7d22d3965616b,FALSE,TRUE,2020-04-16 13:58:03,2020-04-16 14:09:35,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI7,MSI3,MSI6,MSI7,MSI7,MSI7,MSI1,MSI5,MSI3,MSI5,MSI1,MSI7,MSI1,MSI1,MSI6,"[1,2,3]",MSI6,MSI5,MSI3,6,3,"[114,217,98,94,116,171,238,131,195,90,104,89,227,52,119,66,121,48,33,183,63,65,134,17,158]",114_2,114_yes,217_3,217_no,98_7,98_yes,94_4,94_no,116_4,116_yes,171_2,171_no,238_4,238_no,131_4,131_no,195_2,195_no,90_6,90_no,104_5,104_yes,89_6,89_no,227_4,227_no,52_6,52_no,119_4,119_yes,66_3,66_no,121_5,121_yes,48_6,48_no,33_5,33_no,183_1,183_no,63_3,63_no,65_7,65_no,134_3,134_no,17_1,17_no,158_5,158_no
e8d10aa7e11547ecf045eaa56c5e5d975031dd41f7c82dcffa829152700ced20,FALSE,TRUE,2020-04-16 13:58:47,2020-04-16 14:11:23,1,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI7,MSI4,MSI5,MSI7,MSI4,MSI6,MSI1,MSI7,MSI4,MSI6,MSI4,MSI7,MSI3,MSI1,MSI5,"[1,2,3]",MSI7,MSI6,MSI2,6,1,"[219,149,228,217,222,155,161,189,208,80,173,131,100,98,96,108,235,239,48,55,163,13,231,125,137]",219_5,219_no,149_6,149_no,228_1,228_no,217_3,217_no,222_3,222_no,155_5,155_no,161_6,161_no,189_1,189_no,208_7,208_no,80_6,80_no,173_5,173_no,131_4,131_no,100_5,100_no,98_6,98_yes,96_7,96_yes,108_1,108_no,235_1,235_no,239_3,239_no,48_5,48_no,55_7,55_yes,163_1,163_no,13_4,13_no,231_1,231_yes,125_6,125_no,137_4,137_no
2214e351f2de0666ba06a4694bb3e712704981c5ea96129da0331137eb5c9ee8,FALSE,TRUE,2020-04-16 15:21:58,2020-04-16 15:40:12,1,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI5,MSI4,MSI5,MSI5,MSI5,MSI4,MSI6,MSI4,MSI6,MSI5,MSI4,MSI7,MSI6,MSI7,MSI3,"[1,2,3]",MSI2,MSI4,MSI1,6,1,"[88,48,50,92,120,94,77,184,93,146,175,15,236,203,10,51,19,109,122,166,11,180,90,29,223]",88_6,88_no,48_6,48_no,50_7,50_no,92_5,92_yes,120_4,120_no,94_2,94_no,77_1,77_no,184_3,184_no,93_6,93_yes,146_5,146_no,175_6,175_no,15_6,15_no,236_1,236_no,203_5,203_no,10_3,10_no,51_6,51_no,19_6,19_yes,109_3,109_no,122_3,122_yes,166_2,166_yes,11_5,11_yes,180_5,180_yes,90_5,90_no,29_2,29_yes,223_1,223_no
9d06f4cc2b74e6e4d3da0bdf7ba93fb9e60f21f8fbe2966f79ac2ccdd86c6300,FALSE,TRUE,2020-04-16 15:29:04,2020-04-16 15:45:41,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI6,MSI1,MSI3,MSI5,MSI5,MSI4,MSI6,MSI4,MSI2,MSI4,MSI7,MSI7,MSI7,MSI5,MSI6,"[1,2,3]",MSI7,MSI3,MSI2,7,6,"[63,69,84,123,76,237,31,40,196,202,52,174,44,103,90,2,214,234,55,100,17,229,66,167,145]",63_3,63_no,69_1,69_no,84_5,84_no,123_4,123_no,76_1,76_yes,237_6,237_no,31_1,31_no,40_6,40_no,196_4,196_no,202_5,202_no,52_6,52_no,174_6,174_no,44_4,44_no,103_2,103_no,90_4,90_no,2_5,2_no,214_2,214_no,234_6,234_no,55_6,55_yes,100_4,100_no,17_1,17_no,229_7,229_no,66_2,66_no,167_2,167_no,145_2,145_no
0ca9107737185e0c54d766544a563fec82c1697cc673357bd748cc1508e4fd3d,FALSE,TRUE,2020-04-16 15:47:11,2020-04-16 16:01:58,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI1,MSI1,MSI2,MSI2,MSI3,MSI3,MSI7,MSI2,MSI4,MSI3,MSI3,MSI3,MSI5,MSI7,MSI2,"[1,2,3]",MSI4,MSI1,MSI1,7,3,"[78,86,202,239,105,45,37,35,108,97,167,110,170,238,150,136,81,23,114,109,16,119,19,191,99]",78_5,78_no,86_5,86_no,202_3,202_no,239_2,239_no,105_3,105_no,45_5,45_no,37_4,37_no,35_6,35_no,108_2,108_no,97_6,97_no,167_1,167_no,110_2,110_no,170_3,170_no,238_1,238_no,150_6,150_no,136_5,136_no,81_5,81_no,23_4,23_no,114_3,114_no,109_2,109_no,16_6,16_no,119_7,119_no,19_7,19_no,191_5,191_no,99_6,99_no
4f36c9f44448049646f7964ead3fad5b4e3f78bae3669aa897c14555d865ee76,FALSE,TRUE,2020-04-16 15:37:53,2020-04-16 16:06:40,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI5,MSI5,MSI6,MSI7,MSI6,MSI7,MSI1,MSI6,MSI2,MSI6,MSI2,MSI5,MSI3,MSI1,MSI6,"[1,2,3]",MSI6,MSI6,MSI4,7,5,"[176,93,235,32,228,15,168,41,28,169,16,38,197,143,5,58,215,40,179,172,102,112,175,229,48]",176_6,176_no,93_7,93_no,235_5,235_no,32_5,32_no,228_4,228_no,15_6,15_no,168_2,168_no,41_7,41_yes,28_7,28_no,169_5,169_no,16_5,16_no,38_5,38_yes,197_3,197_no,143_5,143_no,5_4,5_no,58_5,58_no,215_2,215_yes,40_6,40_no,179_6,179_yes,172_5,172_no,102_2,102_no,112_3,112_no,175_5,175_no,229_5,229_no,48_7,48_no
12c662e1063d7b12c64b2c388db37bcac94f2b13f527954707b71f8bfbdf8794,FALSE,TRUE,2020-04-16 16:35:04,2020-04-16 16:49:20,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI6,MSI3,MSI5,MSI7,MSI5,MSI6,MSI2,MSI6,MSI3,MSI5,MSI3,MSI6,MSI3,MSI2,MSI4,"[1,2,3]",MSI5,MSI4,MSI3,6,2,"[72,213,57,9,163,149,116,104,127,74,17,98,55,137,30,27,230,77,144,54,192,222,162,166,158]",72_3,72_no,213_6,213_no,57_7,57_no,9_6,9_no,163_2,163_no,149_3,149_no,116_1,116_yes,104_4,104_yes,127_3,127_no,74_2,74_no,17_2,17_no,98_6,98_yes,55_6,55_yes,137_5,137_no,30_4,30_no,27_4,27_no,230_3,230_no,77_2,77_no,144_4,144_no,54_7,54_yes,192_6,192_yes,222_2,222_no,162_2,162_no,166_2,166_yes,158_5,158_no
382db9fbf77dc9553c22ced7d22d3965616b0045444cf0306d7062854d9b7b9c,FALSE,TRUE,2020-04-16 17:22:55,2020-04-16 17:38:57,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI6,MSI3,MSI5,MSI5,MSI5,MSI5,MSI2,MSI6,MSI2,MSI5,MSI3,MSI7,MSI2,MSI6,MSI5,"[1,2,3]",MSI6,MSI3,MSI2,6,2,"[216,94,41,80,33,175,153,180,63,48,71,29,151,211,194,97,125,218,46,15,27,147,85,101,9]",216_4,216_no,94_3,94_no,41_6,41_yes,80_5,80_no,33_5,33_no,175_5,175_no,153_3,153_no,180_2,180_no,63_4,63_no,48_6,48_no,71_5,71_no,29_3,29_no,151_2,151_no,211_3,211_no,194_5,194_no,97_5,97_no,125_5,125_no,218_1,218_no,46_6,46_yes,15_7,15_no,27_6,27_no,147_4,147_no,85_6,85_no,101_1,101_no,9_6,9_no
382db9fbf77dc9553c22ced7d22d3965616b0045444cf0306d7062854d9b7b9c,FALSE,TRUE,2020-04-16 18:24:20,2020-04-16 18:39:45,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI7,MSI4,MSI4,MSI6,MSI3,MSI7,MSI4,MSI7,MSI4,MSI6,MSI5,MSI7,MSI5,MSI5,MSI3,"[1,2,3]",MSI1,MSI1,MSI1,6,2,"[193,24,107,153,151,39,110,239,57,206,146,97,30,212,167,27,202,36,187,80,136,43,150,197,237]",193_5,193_no,24_3,24_no,107_5,107_no,153_5,153_no,151_4,151_no,39_6,39_yes,110_6,110_no,239_3,239_no,57_5,57_no,206_4,206_no,146_4,146_no,97_5,97_no,30_3,30_no,212_6,212_no,167_3,167_no,27_5,27_no,202_5,202_no,36_3,36_no,187_6,187_no,80_4,80_no,136_6,136_no,43_4,43_no,150_2,150_no,197_3,197_no,237_2,237_no
